5929,10665,15382,19351,22737,25995,29446,34679,42841,61419,161997
5950,10674,15386,19396,22664,25912,29319,34528,42635,61064,161208
5957,10655,15420,19336,22632,25861,29239,34459,42573,60912,160863
5989,10566,15190,19105,22365,25505,28838,33988,42053,60290,159529
5960,10524,15179,19058,22245,25395,28719,33731,41723,59822,158872
5901,10573,15111,18952,22171,25277,28521,33584,41534,59608,158627
5877,10551,15162,18959,22211,25311,28671,33675,41770,59965,159103
5900,10550,15060,18857,22051,25137,28409,33443,41293,59343,157851
5876,10490,14985,18682,21886,24886,28059,33007,40858,58587,156191
5842,10372,14856,18538,21722,24642,27894,32758,40531,58119,154786
5885,10396,14889,18590,21691,24637,27864,32826,40555,58103,154151
5872,10494,14986,18665,21830,24809,28001,32929,40586,58173,154208
5868,10408,14817,18510,21552,24488,27682,32527,40142,57560,152689
5899,10437,14814,18449,21446,24421,27522,32319,39886,56988,151400
5926,10457,14902,18587,21642,24615,27771,32572,40129,57531,152773
5907,10463,14914,18537,21639,24540,27792,32574,40113,57527,152783
5899,10487,14856,18490,21677,24611,27727,32580,40107,57383,152764
5924,10410,14820,18457,21601,24572,27708,32509,40056,57386,153187
5887,10400,14841,18496,21600,24579,27770,32598,40220,57656,153392
5906,10392,14753,18430,21504,24515,27677,32480,40105,57524,153993
5949,10424,14852,18530,21608,24631,27869,32775,40309,57704,154024
5963,10434,14858,18476,21579,24584,27861,32684,40312,57744,153855
5914,10505,14851,18587,21765,24811,28049,32879,40559,58126,155165
5898,10540,14995,18703,21893,24957,28270,33176,40932,58716,156470
5909,10530,15047,18767,21926,24998,28280,33202,40998,58885,157015
5932,10550,15112,18872,22104,25182,28453,33522,41423,59400,158040
5971,10692,15286,19262,22566,25901,29389,34695,42860,61245,158335
5927,10632,15210,19086,22394,25660,29024,34272,42452,60941,160145
5912,10611,15245,19115,22475,25628,29109,34308,42337,60774,159691
5929,10682,15328,19238,22562,25758,29161,34306,42477,60958,160170
5951,10724,15370,19313,22644,25782,29271,34444,42643,61121,160511
5978,10704,15436,19342,22601,25779,29158,34378,42466,60854,160124
5937,10632,15252,19074,22275,25397,28862,33875,41789,60040,158491
5936,10645,15223,19003,22228,25334,28634,33724,41601,59665,158125
5909,10648,15191,19005,22168,25190,28526,33529,41248,59152,156799
5912,10676,15151,18940,22202,25212,28507,33352,41143,59059,156804
5916,10593,15222,19053,22198,25279,28555,33527,41381,59141,156998
5935,10667,15303,19097,22323,25438,28686,33644,41431,59391,157531
5938,10756,15450,19274,22521,25656,29035,34051,42010,60217,159587
5938,10714,15293,19176,22409,25422,28703,33747,41694,59912,159976
5916,10615,15173,18907,22085,25112,28361,33345,41109,58952,157931
5901,10512,14984,18704,21842,24779,27988,32895,40512,58112,156070
5903,10575,15095,18863,22010,24958,28195,33108,40778,58499,156597
5898,10548,15106,18792,21898,24862,28002,32830,40462,58073,155690
5891,10583,15114,18807,21816,24787,28045,32908,40472,58031,155716
5902,10517,14990,18668,21741,24613,27824,32646,40175,57521,154442
5861,10478,14986,18714,21819,24738,27940,32739,40232,57700,154838
5845,10410,14933,18682,21772,24678,27718,32502,40106,57463,154275
5845,10461,14887,18579,21577,24532,27602,32319,39713,56904,152378
5798,10392,14851,18491,21495,24367,27463,32192,39581,56811,152089
5792,10449,14847,18536,21592,24415,27520,32248,39647,56798,152199
5872,10495,14934,18536,21595,24478,27610,32317,39644,56787,152141
5911,10511,14954,18605,21605,24520,27630,32336,39718,56828,152079
5944,10585,15043,18707,21741,24643,27755,32445,39779,57021,151370
5911,10679,15260,18916,21941,24928,28142,32880,40324,57693,153462
5970,10667,15348,19008,22124,25080,28226,33043,40512,57932,153853
5944,10673,15329,19059,22135,25019,28186,32936,40393,57728,152680
5926,10646,15190,18972,22044,24948,28071,32826,40273,57484,152568
5966,10693,15353,19024,22137,24998,28129,32927,40437,57719,152840
5937,10743,15410,19195,22290,25232,28317,33153,40702,58225,154143
5978,10810,15391,19144,22247,25203,28351,33140,40623,58015,154241
5980,10770,15397,19171,22235,25197,28358,33123,40674,58134,154582
5996,10846,15557,19426,22480,25501,28799,33566,41096,58600,155644
5994,10885,15624,19409,22516,25465,28666,33518,41169,58731,155471
6026,10889,15631,19449,22552,25584,28764,33548,41169,58820,155556
6037,10917,15745,19601,22742,25722,28969,33800,41419,59042,156066
6001,10949,15755,19600,22766,25768,28952,33847,41475,59144,155874
5996,10924,15678,19533,22697,25646,28845,33647,41239,58762,155688
6007,10941,15694,19542,22642,25610,28825,33617,41252,58852,155546
6042,10955,15699,19482,22681,25588,28848,33690,41179,58790,155309
5974,11023,15844,19781,22976,25991,29173,34088,41841,59611,157252
6000,11018,15805,19706,22884,25937,29196,33991,41622,59346,156710
5990,11096,16020,19869,23107,26106,29406,34335,42154,60228,158618
5959,11047,16054,19912,23116,26185,29475,34444,42220,60409,159024
5968,11090,16130,20045,23320,26391,29697,34709,42691,60865,160652
5991,11220,16208,20223,23458,26555,29889,34906,42813,61235,161646
6007,11273,16252,20282,23565,26652,29955,35006,43037,61474,162090
6027,11295,16271,20277,23573,26656,29921,35032,43034,61447,162121
6050,11321,16388,20400,23809,26941,30260,35387,43520,62111,162901
6035,11180,16318,20302,23612,26699,30020,35131,43209,61554,161551
6022,11329,16316,20327,23609,26760,30129,35163,43118,61571,161832
5985,11273,16367,20444,23738,26798,30118,35345,43276,61659,161956
5944,11261,16415,20406,23746,26921,30326,35380,43345,61792,161478
5954,11249,16337,20354,23771,26932,30237,35298,43335,61680,161566
5952,11298,16354,20365,23693,26831,30095,35167,43104,61389,160846
6004,11333,16413,20409,23761,26819,30141,35184,43145,61431,160931
